trial_index,audio_filename,condition
1,ADR_short_grammatical/A1B1A2B2_0.wav,short_grammatical
2,ADR_long_grammatical/A1B1A3B3A2B2_126.wav,long_grammatical
3,ADR_short_grammatical/A2B2A3B3_72.wav,short_grammatical
4,ADR_long_grammatical/A3B3A1B1A2B2_282.wav,long_grammatical
5,ADR_short_grammatical/A1B1A2B2_10.wav,short_grammatical
6,ADR_long_grammatical/A2B2A1B1A3B3_139.wav,long_grammatical
7,ADR_short_concatenation/A3B3A1B1_28.wav,short_concatenation
8,ADR_long_concatenation/A1B1A2B2A3B3_28.wav,long_concatenation
9,ADR_long_grammatical/A2B2A3B3A1B1_225.wav,long_grammatical
10,ADR_long_grammatical/A1B1A3B3A2B2_112.wav,long_grammatical
11,ADR_long_concatenation/A1B1A2B2A3B3_18.wav,long_concatenation
12,ADR_short_grammatical/A2B2A3B3_71.wav,short_grammatical
13,ADR_short_concatenation/A1B1A3B3_14.wav,short_concatenation
14,ADR_long_grammatical/A2B2A3B3A1B1_231.wav,long_grammatical
15,ADR_short_grammatical/A3B3A2B2_87.wav,short_grammatical
16,ADR_short_grammatical/A2B2A3B3_79.wav,short_grammatical
17,ADR_short_grammatical/A3B3A2B2_94.wav,short_grammatical
18,ADR_long_grammatical/A3B3A1B1A2B2_276.wav,long_grammatical
19,ADR_long_replacement/A3B3A2B2A1B1_18.wav,long_replacement
20,ADR_long_grammatical/A3B3A2B2A1B1_340.wav,long_grammatical
21,ADR_long_concatenation/A1B1A3B3A2B2_19.wav,long_concatenation
22,ADR_long_grammatical/A2B2A3B3A1B1_243.wav,long_grammatical
23,ADR_long_grammatical/A3B3A1B1A2B2_277.wav,long_grammatical
24,ADR_long_grammatical/A1B1A3B3A2B2_127.wav,long_grammatical
25,ADR_long_grammatical/A2B2A1B1A3B3_162.wav,long_grammatical
26,ADR_long_concatenation/A3B3A2B2A1B1_14.wav,long_concatenation
27,ADR_short_grammatical/A2B2A1B1_31.wav,short_grammatical
28,ADR_long_grammatical/A2B2A1B1A3B3_173.wav,long_grammatical
29,ADR_long_grammatical/A2B2A3B3A1B1_198.wav,long_grammatical
30,ADR_long_grammatical/A1B1A2B2A3B3_5.wav,long_grammatical
31,ADR_short_grammatical/A2B2A3B3_69.wav,short_grammatical
32,ADR_long_grammatical/A3B3A2B2A1B1_366.wav,long_grammatical
33,ADR_long_grammatical/A3B3A2B2A1B1_373.wav,long_grammatical
34,ADR_long_grammatical/A2B2A3B3A1B1_203.wav,long_grammatical
35,ADR_short_grammatical/A3B3A2B2_92.wav,short_grammatical
36,ADR_long_grammatical/A2B2A1B1A3B3_171.wav,long_grammatical
37,ADR_long_grammatical/A2B2A1B1A3B3_185.wav,long_grammatical
38,ADR_long_grammatical/A1B1A3B3A2B2_81.wav,long_grammatical
39,ADR_long_grammatical/A1B1A3B3A2B2_114.wav,long_grammatical
40,ADR_long_concatenation/A2B2A3B3A1B1_47.wav,long_concatenation
41,ADR_long_concatenation/A3B3A1B1A2B2_22.wav,long_concatenation
42,ADR_long_grammatical/A1B1A3B3A2B2_80.wav,long_grammatical
43,ADR_long_grammatical/A3B3A2B2A1B1_370.wav,long_grammatical
44,ADR_long_concatenation/A3B3A1B1A2B2_29.wav,long_concatenation
45,ADR_long_grammatical/A1B1A2B2A3B3_13.wav,long_grammatical
46,ADR_long_concatenation/A2B2A3B3A1B1_2.wav,long_concatenation
47,ADR_short_grammatical/A1B1A3B3_34.wav,short_grammatical
48,ADR_long_grammatical/A1B1A3B3A2B2_113.wav,long_grammatical
49,ADR_long_grammatical/A3B3A2B2A1B1_380.wav,long_grammatical
50,ADR_short_concatenation/A1B1A3B3_32.wav,short_concatenation
51,ADR_long_concatenation/A1B1A2B2A3B3_21.wav,long_concatenation
52,ADR_long_grammatical/A1B1A3B3A2B2_82.wav,long_grammatical
53,ADR_short_grammatical/A3B3A2B2_83.wav,short_grammatical
54,ADR_short_grammatical/A2B2A3B3_68.wav,short_grammatical
55,ADR_short_grammatical/A3B3A2B2_88.wav,short_grammatical
56,ADR_long_grammatical/A2B2A1B1A3B3_191.wav,long_grammatical
57,ADR_long_replacement/A2B2A1B1A3B3_16.wav,long_replacement
58,ADR_short_grammatical/A2B2A3B3_65.wav,short_grammatical
59,ADR_long_grammatical/A1B1A2B2A3B3_40.wav,long_grammatical
60,ADR_long_replacement/A3B3A2B2A1B1_22.wav,long_replacement
61,ADR_long_grammatical/A3B3A2B2A1B1_329.wav,long_grammatical
62,ADR_long_grammatical/A1B1A2B2A3B3_27.wav,long_grammatical
63,ADR_long_grammatical/A1B1A2B2A3B3_60.wav,long_grammatical
64,ADR_long_grammatical/A2B2A1B1A3B3_174.wav,long_grammatical
65,ADR_long_grammatical/A2B2A1B1A3B3_144.wav,long_grammatical
66,ADR_long_replacement/A1B1A3B3A2B2_27.wav,long_replacement
67,ADR_long_grammatical/A2B2A3B3A1B1_208.wav,long_grammatical
68,ADR_long_grammatical/A1B1A2B2A3B3_24.wav,long_grammatical
69,ADR_long_grammatical/A2B2A1B1A3B3_140.wav,long_grammatical
70,ADR_long_grammatical/A1B1A3B3A2B2_104.wav,long_grammatical
71,ADR_long_replacement/A1B1A3B3A2B2_15.wav,long_replacement
72,ADR_long_grammatical/A1B1A3B3A2B2_106.wav,long_grammatical
73,ADR_short_grammatical/A1B1A2B2_5.wav,short_grammatical
74,ADR_long_grammatical/A1B1A3B3A2B2_121.wav,long_grammatical
75,ADR_long_grammatical/A2B2A1B1A3B3_169.wav,long_grammatical
76,ADR_long_concatenation/A1B1A3B3A2B2_39.wav,long_concatenation
77,ADR_long_grammatical/A1B1A2B2A3B3_21.wav,long_grammatical
78,ADR_long_grammatical/A3B3A1B1A2B2_313.wav,long_grammatical
79,ADR_long_grammatical/A1B1A2B2A3B3_52.wav,long_grammatical
80,ADR_short_grammatical/A2B2A1B1_17.wav,short_grammatical
81,ADR_long_grammatical/A2B2A3B3A1B1_250.wav,long_grammatical
82,ADR_long_grammatical/A1B1A3B3A2B2_123.wav,long_grammatical
83,ADR_long_grammatical/A2B2A3B3A1B1_247.wav,long_grammatical
84,ADR_long_grammatical/A1B1A2B2A3B3_59.wav,long_grammatical
85,ADR_long_grammatical/A3B3A1B1A2B2_303.wav,long_grammatical
86,ADR_short_grammatical/A1B1A3B3_32.wav,short_grammatical
87,ADR_long_grammatical/A3B3A1B1A2B2_270.wav,long_grammatical
88,ADR_short_grammatical/A1B1A2B2_6.wav,short_grammatical
89,ADR_short_grammatical/A3B3A1B1_58.wav,short_grammatical
90,ADR_long_grammatical/A1B1A2B2A3B3_38.wav,long_grammatical
91,ADR_long_concatenation/A2B2A1B1A3B3_33.wav,long_concatenation
92,ADR_short_concatenation/A3B3A2B2_40.wav,short_concatenation
93,ADR_long_grammatical/A3B3A2B2A1B1_378.wav,long_grammatical
94,ADR_short_grammatical/A1B1A3B3_36.wav,short_grammatical
95,ADR_long_grammatical/A1B1A2B2A3B3_6.wav,long_grammatical
96,ADR_long_grammatical/A2B2A1B1A3B3_160.wav,long_grammatical
97,ADR_long_grammatical/A3B3A1B1A2B2_272.wav,long_grammatical
98,ADR_long_concatenation/A2B2A3B3A1B1_7.wav,long_concatenation
99,ADR_long_grammatical/A2B2A1B1A3B3_156.wav,long_grammatical
100,ADR_short_grammatical/A3B3A2B2_86.wav,short_grammatical
101,ADR_long_replacement/A3B3A2B2A1B1_26.wav,long_replacement
102,ADR_short_grammatical/A1B1A2B2_12.wav,short_grammatical
103,ADR_long_grammatical/A1B1A2B2A3B3_54.wav,long_grammatical
104,ADR_long_grammatical/A3B3A2B2A1B1_332.wav,long_grammatical
105,ADR_long_concatenation/A2B2A1B1A3B3_40.wav,long_concatenation
106,ADR_long_concatenation/A3B3A2B2A1B1_48.wav,long_concatenation
107,ADR_long_grammatical/A2B2A1B1A3B3_161.wav,long_grammatical
108,ADR_long_grammatical/A1B1A3B3A2B2_66.wav,long_grammatical
109,ADR_long_grammatical/A2B2A3B3A1B1_230.wav,long_grammatical
110,ADR_long_grammatical/A3B3A1B1A2B2_261.wav,long_grammatical
111,ADR_long_grammatical/A3B3A2B2A1B1_338.wav,long_grammatical
112,ADR_short_grammatical/A2B2A3B3_76.wav,short_grammatical
113,ADR_long_replacement/A2B2A3B3A1B1_13.wav,long_replacement
114,ADR_long_grammatical/A1B1A2B2A3B3_11.wav,long_grammatical
115,ADR_long_concatenation/A1B1A3B3A2B2_35.wav,long_concatenation
116,ADR_long_grammatical/A2B2A3B3A1B1_196.wav,long_grammatical
117,ADR_long_grammatical/A2B2A1B1A3B3_135.wav,long_grammatical
118,ADR_long_grammatical/A1B1A2B2A3B3_10.wav,long_grammatical
119,ADR_long_replacement/A3B3A2B2A1B1_25.wav,long_replacement
120,ADR_short_replacement/A3B3A2B2_24.wav,short_replacement
121,ADR_long_replacement/A1B1A2B2A3B3_3.wav,long_replacement
122,ADR_long_replacement/A3B3A2B2A1B1_34.wav,long_replacement
123,ADR_long_grammatical/A3B3A2B2A1B1_375.wav,long_grammatical
124,ADR_long_replacement/A3B3A2B2A1B1_39.wav,long_replacement
125,ADR_long_grammatical/A3B3A1B1A2B2_266.wav,long_grammatical
126,ADR_long_grammatical/A2B2A3B3A1B1_218.wav,long_grammatical
127,ADR_long_replacement/A3B3A1B1A2B2_37.wav,long_replacement
128,ADR_long_grammatical/A2B2A3B3A1B1_213.wav,long_grammatical
129,ADR_long_grammatical/A3B3A2B2A1B1_365.wav,long_grammatical
130,ADR_short_grammatical/A2B2A1B1_29.wav,short_grammatical
131,ADR_long_grammatical/A3B3A2B2A1B1_325.wav,long_grammatical
132,ADR_long_grammatical/A3B3A1B1A2B2_284.wav,long_grammatical
133,ADR_long_grammatical/A1B1A3B3A2B2_87.wav,long_grammatical
134,ADR_long_grammatical/A2B2A1B1A3B3_152.wav,long_grammatical
135,ADR_long_grammatical/A1B1A3B3A2B2_70.wav,long_grammatical
136,ADR_long_grammatical/A2B2A1B1A3B3_178.wav,long_grammatical
137,ADR_long_grammatical/A3B3A1B1A2B2_293.wav,long_grammatical
138,ADR_long_grammatical/A2B2A3B3A1B1_192.wav,long_grammatical
139,ADR_long_grammatical/A2B2A3B3A1B1_253.wav,long_grammatical
140,ADR_long_grammatical/A1B1A2B2A3B3_41.wav,long_grammatical
141,ADR_long_grammatical/A1B1A2B2A3B3_18.wav,long_grammatical
142,ADR_long_grammatical/A3B3A2B2A1B1_345.wav,long_grammatical
143,ADR_short_replacement/A3B3A1B1_35.wav,short_replacement
144,ADR_long_replacement/A1B1A2B2A3B3_30.wav,long_replacement
145,ADR_long_grammatical/A3B3A2B2A1B1_368.wav,long_grammatical
146,ADR_long_concatenation/A1B1A2B2A3B3_6.wav,long_concatenation
147,ADR_long_grammatical/A3B3A1B1A2B2_297.wav,long_grammatical
148,ADR_long_grammatical/A2B2A1B1A3B3_164.wav,long_grammatical
149,ADR_long_grammatical/A3B3A1B1A2B2_305.wav,long_grammatical
150,ADR_long_grammatical/A2B2A1B1A3B3_159.wav,long_grammatical
151,ADR_short_grammatical/A3B3A1B1_61.wav,short_grammatical
152,ADR_long_grammatical/A2B2A3B3A1B1_245.wav,long_grammatical
153,ADR_long_grammatical/A3B3A1B1A2B2_269.wav,long_grammatical
154,ADR_long_grammatical/A3B3A1B1A2B2_296.wav,long_grammatical
155,ADR_short_concatenation/A1B1A2B2_20.wav,short_concatenation
156,ADR_long_grammatical/A2B2A3B3A1B1_206.wav,long_grammatical
157,ADR_long_grammatical/A2B2A3B3A1B1_254.wav,long_grammatical
158,ADR_short_grammatical/A2B2A3B3_67.wav,short_grammatical
159,ADR_long_grammatical/A1B1A3B3A2B2_73.wav,long_grammatical
160,ADR_long_replacement/A3B3A1B1A2B2_10.wav,long_replacement
161,ADR_long_grammatical/A2B2A3B3A1B1_199.wav,long_grammatical
162,ADR_short_grammatical/A2B2A1B1_25.wav,short_grammatical
163,ADR_short_replacement/A1B1A3B3_3.wav,short_replacement
