trial_index,audio_filename,condition,position
1,ABBABAAB.wav,habituation,0
2,ABBABAAB.wav,habituation,0
3,ABBABAAB.wav,habituation,0
4,ABBABAAB.wav,habituation,0
5,ABBABAAB.wav,habituation,0
6,ABBABAAB.wav,habituation,0
7,ABBABAAB.wav,habituation,0
8,ABBABAAB.wav,habituation,0
9,ABBABAAB.wav,habituation,0
10,ABBABAAB.wav,habituation,0
44,ABBABAAB.wav,standard,0
44,ABBABAAB.wav,standard,0
35,ABBABBAB.wav,violation,6
35,ABBABBAB.wav,violation,6
45,ABBABAAA.wav,violation,8
32,ABBAAAAB.wav,violation,5
44,ABBABAAB.wav,standard,0
45,ABBABAAA.wav,violation,8
44,ABBABAAB.wav,standard,0
46,ABBABABB.wav,violation,7
46,ABBABABB.wav,violation,7
35,ABBABBAB.wav,violation,6
46,ABBABABB.wav,violation,7
46,ABBABABB.wav,violation,7
32,ABBAAAAB.wav,violation,5
32,ABBAAAAB.wav,violation,5
32,ABBAAAAB.wav,violation,5
44,ABBABAAB.wav,standard,0
44,ABBABAAB.wav,standard,0
35,ABBABBAB.wav,violation,6
32,ABBAAAAB.wav,violation,5
32,ABBAAAAB.wav,violation,5
44,ABBABAAB.wav,standard,0
35,ABBABBAB.wav,violation,6
35,ABBABBAB.wav,violation,6
44,ABBABAAB.wav,standard,0
45,ABBABAAA.wav,violation,8
44,ABBABAAB.wav,standard,0
45,ABBABAAA.wav,violation,8
44,ABBABAAB.wav,standard,0
45,ABBABAAA.wav,violation,8
46,ABBABABB.wav,violation,7
44,ABBABAAB.wav,standard,0
44,ABBABAAB.wav,standard,0
45,ABBABAAA.wav,violation,8
46,ABBABABB.wav,violation,7
