trial_index,audio_filename,condition,position
1,BAABAB.wav,habituation,0
2,BAABAB.wav,habituation,0
3,BAABAB.wav,habituation,0
4,BAABAB.wav,habituation,0
5,BAABAB.wav,habituation,0
6,BAABAB.wav,habituation,0
7,BAABAB.wav,habituation,0
8,BAABAB.wav,habituation,0
9,BAABAB.wav,habituation,0
10,BAABAB.wav,habituation,0
35,BAABBB.wav,violation,5
46,BAABAA.wav,violation,6
45,BAAAAB.wav,violation,4
46,BAABAA.wav,violation,6
45,BAAAAB.wav,violation,4
46,BAABAA.wav,violation,6
45,BAAAAB.wav,violation,4
35,BAABBB.wav,violation,5
44,BAABAB.wav,standard,0
35,BAABBB.wav,violation,5
35,BAABBB.wav,violation,5
46,BAABAA.wav,violation,6
45,BAAAAB.wav,violation,4
35,BAABBB.wav,violation,5
44,BAABAB.wav,standard,0
35,BAABBB.wav,violation,5
45,BAAAAB.wav,violation,4
46,BAABAA.wav,violation,6
46,BAABAA.wav,violation,6
44,BAABAB.wav,standard,0
35,BAABBB.wav,violation,5
44,BAABAB.wav,standard,0
44,BAABAB.wav,standard,0
44,BAABAB.wav,standard,0
35,BAABBB.wav,violation,5
44,BAABAB.wav,standard,0
44,BAABAB.wav,standard,0
44,BAABAB.wav,standard,0
46,BAABAA.wav,violation,6
45,BAAAAB.wav,violation,4
44,BAABAB.wav,standard,0
44,BAABAB.wav,standard,0
45,BAAAAB.wav,violation,4
44,BAABAB.wav,standard,0
45,BAAAAB.wav,violation,4
46,BAABAA.wav,violation,6
