trial_index,audio_filename,condition,position
1,ADR_long_grammatical/A3B3A2B2A1B1_356.wav,long_grammatical,0
2,ADR_long_grammatical/A3B3A1B1A2B2_282.wav,long_grammatical,0
3,ADR_long_concatenation/A1B1A3B3A2B2_20.wav,long_concatenation,-1
4,ADR_long_grammatical/A3B3A1B1A2B2_314.wav,long_grammatical,0
5,ADR_long_grammatical/A3B3A1B1A2B2_274.wav,long_grammatical,0
6,ADR_long_grammatical/A1B1A2B2A3B3_33.wav,long_grammatical,0
7,ADR_long_grammatical/A2B2A1B1A3B3_151.wav,long_grammatical,0
8,ADR_long_grammatical/A1B1A2B2A3B3_45.wav,long_grammatical,0
9,ADR_long_grammatical/A2B2A3B3A1B1_223.wav,long_grammatical,0
10,ADR_long_grammatical/A2B2A3B3A1B1_200.wav,long_grammatical,0
11,ADR_long_grammatical/A3B3A2B2A1B1_348.wav,long_grammatical,0
12,ADR_long_grammatical/A1B1A2B2A3B3_42.wav,long_grammatical,0
13,ADR_long_grammatical/A1B1A2B2A3B3_3.wav,long_grammatical,0
14,ADR_long_grammatical/A1B1A2B2A3B3_37.wav,long_grammatical,0
15,ADR_long_replacement/A2B2A1B1A3B3_41.wav,long_replacement,-2
16,ADR_long_grammatical/A2B2A1B1A3B3_136.wav,long_grammatical,0
17,ADR_long_grammatical/A3B3A1B1A2B2_311.wav,long_grammatical,0
18,ADR_long_grammatical/A2B2A1B1A3B3_182.wav,long_grammatical,0
19,ADR_long_grammatical/A2B2A3B3A1B1_224.wav,long_grammatical,0
20,ADR_long_concatenation/A2B2A1B1A3B3_34.wav,long_concatenation,-3
21,ADR_long_grammatical/A3B3A2B2A1B1_328.wav,long_grammatical,0
22,ADR_long_grammatical/A3B3A1B1A2B2_313.wav,long_grammatical,0
23,ADR_long_grammatical/A3B3A2B2A1B1_368.wav,long_grammatical,0
24,ADR_long_grammatical/A1B1A3B3A2B2_85.wav,long_grammatical,0
25,ADR_long_replacement/A1B1A2B2A3B3_35.wav,long_replacement,-2
26,ADR_long_grammatical/A1B1A3B3A2B2_73.wav,long_grammatical,0
27,ADR_long_grammatical/A1B1A3B3A2B2_101.wav,long_grammatical,0
28,ADR_long_grammatical/A2B2A1B1A3B3_168.wav,long_grammatical,0
29,ADR_long_grammatical/A1B1A2B2A3B3_39.wav,long_grammatical,0
30,ADR_long_grammatical/A1B1A3B3A2B2_99.wav,long_grammatical,0
31,ADR_long_grammatical/A3B3A2B2A1B1_335.wav,long_grammatical,0
32,ADR_long_grammatical/A3B3A1B1A2B2_317.wav,long_grammatical,0
33,ADR_long_grammatical/A2B2A3B3A1B1_249.wav,long_grammatical,0
34,ADR_long_grammatical/A2B2A1B1A3B3_154.wav,long_grammatical,0
35,ADR_long_grammatical/A3B3A1B1A2B2_298.wav,long_grammatical,0
36,ADR_long_grammatical/A1B1A2B2A3B3_27.wav,long_grammatical,0
37,ADR_long_grammatical/A2B2A3B3A1B1_195.wav,long_grammatical,0
38,ADR_long_grammatical/A3B3A2B2A1B1_362.wav,long_grammatical,0
39,ADR_long_grammatical/A3B3A2B2A1B1_345.wav,long_grammatical,0
40,ADR_long_grammatical/A2B2A1B1A3B3_133.wav,long_grammatical,0
41,ADR_long_grammatical/A3B3A1B1A2B2_261.wav,long_grammatical,0
42,ADR_long_grammatical/A3B3A2B2A1B1_334.wav,long_grammatical,0
43,ADR_long_grammatical/A2B2A1B1A3B3_163.wav,long_grammatical,0
44,ADR_long_grammatical/A2B2A3B3A1B1_228.wav,long_grammatical,0
45,ADR_long_grammatical/A2B2A1B1A3B3_172.wav,long_grammatical,0
46,ADR_long_grammatical/A3B3A2B2A1B1_375.wav,long_grammatical,0
47,ADR_long_concatenation/A3B3A2B2A1B1_32.wav,long_concatenation,-3
48,ADR_long_grammatical/A2B2A3B3A1B1_235.wav,long_grammatical,0
49,ADR_long_grammatical/A2B2A3B3A1B1_251.wav,long_grammatical,0
50,ADR_long_grammatical/A3B3A2B2A1B1_329.wav,long_grammatical,0
