seqID,syll_1,syll_2,syll_3,syll_4,syll_5,syll_6
seq_0000,A1_e_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0001,A1_e_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0002,A1_e_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0003,A1_e_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0004,A1_e_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0005,A1_e_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0006,A1_e_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0007,A1_e_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0008,A1_e_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0009,A1_e_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0010,A1_e_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0011,A1_e_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0012,A1_e_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0013,A1_e_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0014,A1_e_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0015,A1_e_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0016,A1_e_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0017,A1_e_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0018,A1_e_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0019,A1_e_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0020,A1_e_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0021,A1_e_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0022,A1_e_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0023,A1_e_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0024,A1_e_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0025,A1_e_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0026,A1_e_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0027,A1_e_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0028,A1_e_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0029,A1_e_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0030,A1_e_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0031,A1_e_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0032,A1_i_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0033,A1_i_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0034,A1_i_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0035,A1_i_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0036,A1_i_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0037,A1_i_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0038,A1_i_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0039,A1_i_b.mp3,A2_e_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0040,A1_i_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0041,A1_i_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0042,A1_i_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0043,A1_i_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0044,A1_i_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0045,A1_i_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0046,A1_i_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0047,A1_i_b.mp3,A2_e_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0048,A1_i_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0049,A1_i_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0050,A1_i_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0051,A1_i_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0052,A1_i_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0053,A1_i_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0054,A1_i_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0055,A1_i_b.mp3,A2_i_d.mp3,A3_e_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0056,A1_i_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0057,A1_i_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0058,A1_i_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0059,A1_i_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_o_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0060,A1_i_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_o_p.mp3
seq_0061,A1_i_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_o_t.mp3,B1_u_p.mp3
seq_0062,A1_i_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_o_p.mp3
seq_0063,A1_i_b.mp3,A2_i_d.mp3,A3_i_g.mp3,B3_u_k.mp3,B2_u_t.mp3,B1_u_p.mp3
seq_0064,A2_e_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0065,A2_e_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0066,A2_e_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0067,A2_e_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0068,A2_e_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0069,A2_e_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0070,A2_e_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0071,A2_e_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0072,A2_e_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0073,A2_e_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0074,A2_e_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0075,A2_e_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0076,A2_e_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0077,A2_e_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0078,A2_e_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0079,A2_e_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0080,A2_e_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0081,A2_e_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0082,A2_e_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0083,A2_e_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0084,A2_e_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0085,A2_e_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0086,A2_e_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0087,A2_e_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0088,A2_e_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0089,A2_e_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0090,A2_e_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0091,A2_e_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0092,A2_e_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0093,A2_e_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0094,A2_e_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0095,A2_e_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0096,A2_i_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0097,A2_i_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0098,A2_i_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0099,A2_i_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0100,A2_i_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0101,A2_i_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0102,A2_i_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0103,A2_i_d.mp3,A3_e_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0104,A2_i_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0105,A2_i_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0106,A2_i_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0107,A2_i_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0108,A2_i_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0109,A2_i_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0110,A2_i_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0111,A2_i_d.mp3,A3_e_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0112,A2_i_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0113,A2_i_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0114,A2_i_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0115,A2_i_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0116,A2_i_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0117,A2_i_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0118,A2_i_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0119,A2_i_d.mp3,A3_i_g.mp3,A1_e_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0120,A2_i_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0121,A2_i_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0122,A2_i_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0123,A2_i_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_o_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0124,A2_i_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_o_t.mp3
seq_0125,A2_i_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_o_k.mp3,B2_u_t.mp3
seq_0126,A2_i_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_o_t.mp3
seq_0127,A2_i_d.mp3,A3_i_g.mp3,A1_i_b.mp3,B1_u_p.mp3,B3_u_k.mp3,B2_u_t.mp3
seq_0128,A3_e_g.mp3,A1_e_b.mp3,A2_e_d.mp3,B2_o_t.mp3,B1_o_p.mp3,B3_o_k.mp3
seq_0129,A3_e_g.mp3,A1_e_b.mp3,A2_e_d.mp3,B2_o_t.mp3,B1_o_p.mp3,B3_u_k.mp3
seq_0130,A3_e_g.mp3,A1_e_b.mp3,A2_e_d.mp3,B2_o_t.mp3,B1_u_p.mp3,B3_o_k.mp3
