trial_index,audio_filename,condition,position
1,AAAABBBB.wav,habituation,0
2,AAAABBBB.wav,habituation,0
3,AAAABBBB.wav,habituation,0
4,AAAABBBB.wav,habituation,0
5,AAAABBBB.wav,habituation,0
6,AAAABBBB.wav,habituation,0
7,AAAABBBB.wav,habituation,0
8,AAAABBBB.wav,habituation,0
9,AAAABBBB.wav,habituation,0
10,AAAABBBB.wav,habituation,0
46,AAAAABBB.wav,violation,5
39,AAAABABB.wav,violation,6
45,AAAABBBB.wav,standard,0
43,AAAABBBA.wav,violation,8
45,AAAABBBB.wav,standard,0
43,AAAABBBA.wav,violation,8
45,AAAABBBB.wav,standard,0
43,AAAABBBA.wav,violation,8
41,AAAABBAB.wav,violation,7
45,AAAABBBB.wav,standard,0
39,AAAABABB.wav,violation,6
41,AAAABBAB.wav,violation,7
39,AAAABABB.wav,violation,6
41,AAAABBAB.wav,violation,7
45,AAAABBBB.wav,standard,0
45,AAAABBBB.wav,standard,0
39,AAAABABB.wav,violation,6
46,AAAAABBB.wav,violation,5
46,AAAAABBB.wav,violation,5
45,AAAABBBB.wav,standard,0
43,AAAABBBA.wav,violation,8
41,AAAABBAB.wav,violation,7
45,AAAABBBB.wav,standard,0
39,AAAABABB.wav,violation,6
45,AAAABBBB.wav,standard,0
45,AAAABBBB.wav,standard,0
41,AAAABBAB.wav,violation,7
43,AAAABBBA.wav,violation,8
39,AAAABABB.wav,violation,6
46,AAAAABBB.wav,violation,5
41,AAAABBAB.wav,violation,7
46,AAAAABBB.wav,violation,5
43,AAAABBBA.wav,violation,8
45,AAAABBBB.wav,standard,0
45,AAAABBBB.wav,standard,0
46,AAAAABBB.wav,violation,5
